정보,위치주소,시설이름,우편번호,주소,종목명,상세종목,가격,월,개최월,년도
"경기 광주시에 있는 체육시설의 상세 주소는 경기도 광주시 곤지암읍 광여로 555-40 베스트장애아동재활치료센터으로, 우편번호가 12722이고, 이용 가능한 종목은 댄스(줌바 등)입니다. 제공하는 강좌의 강좌명은 라인댄스 B이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 광주시,베스트장애아동재활치료센터,12722,경기도 광주시 곤지암읍 광여로 555-40,댄스(줌바 등),라인댄스 B,110000,7,"(6, 7, 8)",2024
"경기 광주시에 있는 체육시설의 상세 주소는 경기도 광주시 곤지암읍 광여로 555-40 베스트장애아동재활치료센터으로, 우편번호가 12722이고, 이용 가능한 종목은 댄스(줌바 등)입니다. 제공하는 강좌의 강좌명은 라인댄스 C이며, 강좌는 (7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 광주시,베스트장애아동재활치료센터,12722,경기도 광주시 곤지암읍 광여로 555-40,댄스(줌바 등),라인댄스 C,110000,7,"(7, 8)",2024
"경기 광주시에 있는 체육시설의 상세 주소는 경기도 광주시 능평로 63 찬스짐으로, 우편번호가 12773이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 헬스1개월이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 88000원입니다. ",경기 광주시,찬스짐,12773,경기도 광주시 능평로 63,헬스,헬스1개월,88000,7,"(6, 7, 8)",2024
"경기 광주시에 있는 체육시설의 상세 주소는 경기도 광주시 능평로30번길 20-8 짐앤짐스 운동발달센터으로, 우편번호가 12772이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육 2회기이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",경기 광주시,짐앤짐스 운동발달센터,12772,경기도 광주시 능평로30번길 20-8,기타종목,특수체육 2회기,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"경기 광주시에 있는 체육시설의 상세 주소는 경기도 광주시 순암로36번길 62-16 스마일키즈운동발달센터으로, 우편번호가 12777이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 광주시,스마일키즈운동발달센터,12777,경기도 광주시 순암로36번길 62-16,기타종목,특수체육,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 광주시에 있는 체육시설의 상세 주소는 경기도 광주시 신현로 121 국가대표챔피언태권도장으로, 우편번호가 12820이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 광주시,국가대표챔피언태권도장,12820,경기도 광주시 신현로 121,태권도,태권도,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"경기 광주시에 있는 체육시설의 상세 주소는 경기도 광주시 퇴촌면 천진암로 387 가천대 미르태권도장으로, 우편번호가 12711이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 광주시,가천대 미르태권도장,12711,경기도 광주시 퇴촌면 천진암로 387,태권도,태권도,110000,7,"(7, 8)",2024
"경기 광주시에 있는 체육시설의 상세 주소는 경기도 광주시 회안대로 350-7 태전 한울 태권도장으로, 우편번호가 12779이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 광주시,태전 한울 태권도장,12779,경기도 광주시 회안대로 350-7,태권도,태권도,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"경기 구리시에 있는 체육시설의 상세 주소는 경기도 구리시 갈매중앙로 89-10 케어핏필라테스으로, 우편번호가 11901이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 6대1그룹레슨이며, 강좌는 (2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 구리시,케어핏필라테스,11901,경기도 구리시 갈매중앙로 89-10,필라테스,6대1그룹레슨,110000,7,"(2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 구리시에 있는 체육시설의 상세 주소는 경기도 구리시 갈매중앙로 89-5 캐롬박스으로, 우편번호가 11901이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 쓰리쿠션 입문편이며, 강좌는 (5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 구리시,캐롬박스,11901,경기도 구리시 갈매중앙로 89-5,기타종목,쓰리쿠션 입문편,110000,7,"(5, 6, 7, 8)",2024
"경기 구리시에 있는 체육시설의 상세 주소는 경기도 구리시 건원대로 44 씨엘필라테스구리점으로, 우편번호가 11921이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 그룹 필라테스이며, 강좌는 (5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",경기 구리시,씨엘필라테스구리점,11921,경기도 구리시 건원대로 44,필라테스,그룹 필라테스,110000,7,"(5, 6, 7)",2024
"경기 구리시에 있는 체육시설의 상세 주소는 경기도 구리시 건원대로 44 플러그 구리센터으로, 우편번호가 11921이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 감각운동, 심리운동이며, 강좌는 (7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 구리시,플러그 구리센터,11921,경기도 구리시 건원대로 44,기타종목,"감각운동, 심리운동",110000,7,"(7, 8, 9)",2024
"경기 구리시에 있는 체육시설의 상세 주소는 경기도 구리시 건원대로34번길 11 김혜경언어심리상담센터으로, 우편번호가 11921이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 감각통합(월2회)이며, 강좌는 (1, 2, 4, 5, 6, 7, 8)월에 개최되며, 가격은 120000원입니다. ",경기 구리시,김혜경언어심리상담센터,11921,경기도 구리시 건원대로34번길 11,기타종목,감각통합(월2회),120000,7,"(1, 2, 4, 5, 6, 7, 8)",2024
"경기 구리시에 있는 체육시설의 상세 주소는 경기도 구리시 벌말로129번길 17 토평경희대태권도장으로, 우편번호가 11947이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도&amp;생활체육이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 구리시,토평경희대태권도장,11947,경기도 구리시 벌말로129번길 17,태권도,태권도&amp;생활체육,110000,7,"(6, 7, 8)",2024
"경기 구리시에 있는 체육시설의 상세 주소는 경기도 구리시 이문안로 86 구리무훈체육관으로, 우편번호가 11940이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특공무술&amp;종합격투기&amp;체력증진이며, 강좌는 (1, 2, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 구리시,구리무훈체육관,11940,경기도 구리시 이문안로 86,기타종목,특공무술&amp;종합격투기&amp;체력증진,110000,7,"(1, 2, 5, 6, 7, 8)",2024
"경기 구리시에 있는 체육시설의 상세 주소는 경기도 구리시 체육관로74번길 27 237탁구클럽으로, 우편번호가 11940이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 탁구이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 구리시,237탁구클럽,11940,경기도 구리시 체육관로74번길 27,탁구,탁구,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"경기 구리시에 있는 체육시설의 상세 주소는 경기도 구리시 체육관로80번길 32 디엠댄스으로, 우편번호가 11940이고, 이용 가능한 종목은 댄스(줌바 등)입니다. 제공하는 강좌의 강좌명은 재즈.케이팝댄스이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10)월에 개최되며, 가격은 110000원입니다. ",경기 구리시,디엠댄스,11940,경기도 구리시 체육관로80번길 32,댄스(줌바 등),재즈.케이팝댄스,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",2024
"경기 구리시에 있는 체육시설의 상세 주소는 경기도 구리시 체육관로80번길 32 디엠댄스으로, 우편번호가 11940이고, 이용 가능한 종목은 댄스(줌바 등)입니다. 제공하는 강좌의 강좌명은 재즈케이팝댄스이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10)월에 개최되며, 가격은 110000원입니다. ",경기 구리시,디엠댄스,11940,경기도 구리시 체육관로80번길 32,댄스(줌바 등),재즈케이팝댄스,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 광정로 78 김영희탁구교실으로, 우편번호가 15865이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 김영희 탁구교실이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 군포시,김영희탁구교실,15865,경기도 군포시 광정로 78,탁구,김영희 탁구교실,110000,7,"(6, 7, 8, 9)",2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 광정로 78 메이드짐으로, 우편번호가 15865이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 헬스(운동복+수건 무료대여)+ 개인락커이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 군포시,메이드짐,15865,경기도 군포시 광정로 78,헬스,헬스(운동복+수건 무료대여)+ 개인락커,110000,7,"(6, 7, 8)",2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 군포첨단산업2로7번길 8 빌드업풋볼클럽으로, 우편번호가 15880이고, 이용 가능한 종목은 축구(풋살)입니다. 제공하는 강좌의 강좌명은 축구교실이며, 강좌는 (1, 2, 3, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",경기 군포시,빌드업풋볼클럽,15880,경기도 군포시 군포첨단산업2로7번길 8,축구(풋살),축구교실,110000,7,"(1, 2, 3, 4, 5, 6, 7)",2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 금산로 55 와이제이피(YJP) 공연기획으로, 우편번호가 15826이고, 이용 가능한 종목은 댄스(줌바 등)입니다. 제공하는 강좌의 강좌명은 라틴 모던 댄스스포츠이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 120000원입니다. ",경기 군포시,와이제이피(YJP) 공연기획,15826,경기도 군포시 금산로 55,댄스(줌바 등),라틴 모던 댄스스포츠,120000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 금재로25번길 4 경희대석사선무태권도장으로, 우편번호가 15831이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",경기 군포시,경희대석사선무태권도장,15831,경기도 군포시 금재로25번길 4,태권도,태권도,110000,7,"(1, 2, 3, 4, 5, 6, 7)",2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 번영로 497 에이제이근력컨디셔닝재활아카데미으로, 우편번호가 15865이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 재활운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",경기 군포시,에이제이근력컨디셔닝재활아카데미,15865,경기도 군포시 번영로 497,필라테스,재활운동,110000,7,"(1, 2, 3, 4, 5, 6, 7)",2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 번영로 508 빅스타탁구클럽으로, 우편번호가 15862이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 탁구이며, 강좌는 (1, 2, 3, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",경기 군포시,빅스타탁구클럽,15862,경기도 군포시 번영로 508,탁구,탁구,110000,7,"(1, 2, 3, 4, 5, 6, 7)",2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 번영로 515(산본동, 유화프라자) 아이공간군포산본점으로, 우편번호가 15865이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육(줄넘기,농구,축구,배드민턴 등)이며, 강좌는 (7)월에 개최되며, 가격은 80000원입니다. ",경기 군포시,아이공간군포산본점,15865,"경기도 군포시 번영로 515(산본동, 유화프라자)",기타종목,"특수체육(줄넘기,농구,축구,배드민턴 등)",80000,7,-7,2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 번영로 515(산본동, 유화프라자) 아이공간군포산본점으로, 우편번호가 15865이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 군포시,아이공간군포산본점,15865,"경기도 군포시 번영로 515(산본동, 유화프라자)",기타종목,특수체육,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 산본로323번길 16-30 NJ댄스스튜디오으로, 우편번호가 15865이고, 이용 가능한 종목은 댄스(줌바 등)입니다. 제공하는 강좌의 강좌명은 키즈벨리댄스이며, 강좌는 (7)월에 개최되며, 가격은 120000원입니다. ",경기 군포시,NJ댄스스튜디오,15865,경기도 군포시 산본로323번길 16-30,댄스(줌바 등),키즈벨리댄스,120000,7,-7,2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 산본천로 31 경희대거인체육관으로, 우편번호가 15825이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (3, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",경기 군포시,경희대거인체육관,15825,경기도 군포시 산본천로 31,태권도,태권도,110000,7,"(3, 4, 5, 6, 7)",2024
"경기 군포시에 있는 체육시설의 상세 주소는 경기도 군포시 산본천로 43-6 한숲스포츠센터으로, 우편번호가 15825이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 자유수영이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 150000원입니다. ",경기 군포시,한숲스포츠센터,15825,경기도 군포시 산본천로 43-6,수영,자유수영,150000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"경기 김포시에 있는 체육시설의 상세 주소는 경기도 김포시 김포한강1로 230 한국스포츠서비스교육원(스마일키즈)으로, 우편번호가 10078이고, 이용 가능한 종목은 요가입니다. 제공하는 강좌의 강좌명은 번지요가이며, 강좌는 (1, 2, 3, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",경기 김포시,한국스포츠서비스교육원(스마일키즈),10078,경기도 김포시 김포한강1로 230,요가,번지요가,110000,7,"(1, 2, 3, 4, 5, 6, 7)",2024
